No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
596,Face/Off (1997),1997,"To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.",Paramount Pictures,"$112,276,146.00","$133,400,000.00","$245,676,146.00",R
597,The Hangover Part III (2013),2013,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",Warner Bros.,"$112,200,072.00","$249,800,000.00","$362,000,072.00",R
598,Twins (1988),1988,"A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.",Universal Pictures,"$111,938,388.00","$104,676,000.00","$216,614,388.00",PG
599,Spy Kids 3-D: Game Over (2003),2003,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Dimension Films,"$111,761,982.00","$85,339,696.00","$197,101,678.00",PG
600,Enemy of the State (1998),1998,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,Walt Disney Studios Motion Pictures,"$111,549,836.00","$139,299,953.00","$250,849,789.00",R
601,Mr. Peabody & Sherman (2014),2014,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.",Twentieth Century Fox,"$111,506,430.00","$164,191,609.00","$275,698,039.00",PG
602,The Last Samurai (2003),2003,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Warner Bros.,"$111,127,263.00","$343,500,000.00","$454,627,263.00",R
603,Glass (2019),2019,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",Universal Pictures,"$111,048,468.00","$135,950,571.00","$246,999,039.00",PG-13
604,Spy (2015),2015,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",Twentieth Century Fox,"$110,825,712.00","$124,840,507.00","$235,666,219.00",R
605,Sing 2 (2021),2021,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Universal Pictures,"$110,540,715.00","$82,129,000.00","$192,669,715.00",PG
606,Tropic Thunder (2008),2008,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",DreamWorks,"$110,515,313.00","$85,187,650.00","$195,702,963.00",R
607,Godzilla: King of the Monsters (2019),2019,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",Warner Bros.,"$110,500,138.00","$276,100,000.00","$386,600,138.00",PG-13
608,Valentine's Day (2010),2010,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,Warner Bros.,"$110,485,654.00","$106,000,000.00","$216,485,654.00",PG-13
609,The Grudge (2004),2004,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",Sony Pictures Entertainment (SPE),"$110,359,362.00","$76,921,753.00","$187,281,115.00",PG-13
610,Fun with Dick and Jane (2005),2005,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",Sony Pictures Entertainment (SPE),"$110,332,737.00","$94,349,162.00","$204,681,899.00",PG-13
611,Freaky Friday (2003),2003,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",Walt Disney Studios Motion Pictures,"$110,230,332.00","$50,616,000.00","$160,846,332.00",PG
612,Trainwreck (2015),2015,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Universal Pictures,"$110,212,700.00","$30,583,093.00","$140,795,793.00",R
613,Bedtime Stories (2008),2008,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,Walt Disney Studios Motion Pictures,"$110,101,975.00","$102,772,889.00","$212,874,864.00",PG
614,Scary Movie 3 (2003),2003,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",Dimension Films,"$110,003,217.00","$110,670,000.00","$220,673,217.00",PG-13
615,Creed (2015),2015,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Warner Bros.,"$109,767,581.00","$63,800,000.00","$173,567,581.00",PG-13
616,Star Trek IV: The Voyage Home (1986),1986,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",Paramount Pictures,"$109,713,132.00","$109,713,132.00","$109,713,132.00",PG-13
617,The 40-Year-Old Virgin (2005),2005,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",Universal Pictures,"$109,449,237.00","$67,929,408.00","$177,378,645.00",R
618,Couples Retreat (2009),2009,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",Universal Pictures,"$109,204,945.00","$62,639,895.00","$171,844,840.00",PG-13
619,A Time to Kill (1996),1996,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",Warner Bros.,"$108,766,007.00","$43,500,000.00","$152,266,007.00",PG
620,Black Hawk Down (2001),2001,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",Revolution Studios,"$108,638,745.00","$64,350,906.00","$172,989,651.00",R
621,Terms of Endearment (1983),1983,"Follows hard-to-please Aurora looking for love, and her daughter's family problems.",Paramount Pictures,"$108,423,489.00",$260.00,"$108,423,749.00",PG
622,Ace Ventura: When Nature Calls (1995),1995,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",Warner Bros.,"$108,385,533.00","$104,000,000.00","$212,385,533.00",PG
623,The Upside (2017),2017,A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,STX Entertainment,"$108,252,517.00","$17,603,663.00","$125,856,180.00",PG-13
624,The Princess Diaries (2001),2001,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",Walt Disney Studios Motion Pictures,"$108,248,956.00","$57,086,197.00","$165,335,153.00",PG
625,Superman II (1980),1980,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",Warner Bros.,"$108,185,706.00","$108,185,706.00","$108,185,706.00",PG
626,Little Women (2019),2019,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Sony Pictures Entertainment (SPE),"$108,101,214.00","$108,500,000.00","$216,601,214.00",PG
627,Hop (2011),2011,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",Universal Pictures,"$108,085,305.00","$75,868,840.00","$183,954,145.00",PG
628,Pulp Fiction (1994),1994,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Miramax,"$107,928,762.00","$106,000,000.00","$213,928,762.00",R
629,Paranormal Activity (2007),2007,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",Paramount Pictures,"$107,918,810.00","$85,436,990.00","$193,355,800.00",R
630,Baby Driver (2017),2017,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",TriStar Pictures,"$107,825,862.00","$119,119,225.00","$226,945,087.00",R
631,A League of Their Own (1992),1992,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,Sony Pictures Entertainment (SPE),"$107,533,928.00","$24,906,141.00","$132,440,069.00",PG
632,Epic (2013),2013,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,Twentieth Century Fox,"$107,518,682.00","$160,907,952.00","$268,426,634.00",PG
633,Watchmen (2009),2009,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Warner Bros.,"$107,509,799.00","$77,873,014.00","$185,382,813.00",R
634,The Angry Birds Movie (2016),2016,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",Sony Pictures Entertainment (SPE),"$107,509,366.00","$244,824,563.00","$352,333,929.00",PG
635,Batman & Robin (1997),1997,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,Warner Bros.,"$107,353,792.00","$130,881,927.00","$238,235,719.00",PG-13
636,Dune (2021),2021,Feature adaptation of Frank Herbert's science fiction novel about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.,Warner Bros.,"$107,344,390.00","$289,700,000.00","$397,044,390.00",PG-13
637,Captain Phillips (2013),2013,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Sony Pictures Entertainment (SPE),"$107,100,855.00","$111,690,956.00","$218,791,811.00",PG-13
638,Black Swan (2010),2010,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",Fox Searchlight Pictures,"$106,954,678.00","$222,443,368.00","$329,398,046.00",R
