No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
474,The Ring (2002),2002,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,DreamWorks Distribution,"$129,128,133.00","$120,220,800.00","$249,348,933.00",PG-13
475,The Nutty Professor (1996),1996,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Universal Pictures,"$128,814,019.00","$145,147,000.00","$273,961,019.00",PG-13
476,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",Twentieth Century Fox,"$128,505,958.00","$134,046,935.00","$262,552,893.00",R
477,Ghostbusters (2016),2016,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",Sony Pictures Entertainment (SPE),"$128,350,574.00","$100,796,935.00","$229,147,509.00",PG-13
478,Kingsman: The Secret Service (2014),2014,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Twentieth Century Fox,"$128,261,724.00","$286,089,822.00","$414,351,546.00",R
479,Robots (2005),2005,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",Twentieth Century Fox,"$128,200,012.00","$134,311,478.00","$262,511,490.00",PG
480,"Crouching Tiger, Hidden Dragon (2000)",2000,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Sony Pictures Classics,"$128,078,872.00","$85,446,864.00","$213,525,736.00",PG-13
481,Shutter Island (2010),2010,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",Paramount Pictures,"$128,012,934.00","$166,792,763.00","$294,805,697.00",R
482,Into the Woods (2014),2014,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,Walt Disney Studios Motion Pictures,"$128,002,372.00","$84,900,000.00","$212,902,372.00",PG
483,Rocky IV (1985),1985,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.",United Artists,"$127,873,716.00","$172,600,000.00","$300,473,716.00",PG
484,Enchanted (2007),2007,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",Walt Disney Studios Motion Pictures,"$127,807,262.00","$212,680,574.00","$340,487,836.00",PG
485,The Curious Case of Benjamin Button (2008),2008,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Paramount Pictures,"$127,509,326.00","$208,293,460.00","$335,802,786.00",PG-13
486,Central Intelligence (2016),2016,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Warner Bros.,"$127,440,871.00","$89,531,672.00","$216,972,543.00",PG-13
487,Anchorman 2: The Legend Continues (2013),2013,"With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",Paramount Pictures,"$127,352,707.00","$46,297,224.00","$173,649,931.00",PG-13
488,Sweet Home Alabama (2002),2002,A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.,Walt Disney Studios Motion Pictures,"$127,223,418.00","$53,399,006.00","$180,622,424.00",PG-13
489,Bumblebee (2018),2018,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.",Paramount Pictures,"$127,195,589.00","$340,794,056.00","$467,989,645.00",PG-13
490,Dumb and Dumber (1994),1994,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",New Line Cinema,"$127,175,374.00","$120,100,000.00","$247,275,374.00",PG
491,2 Fast 2 Furious (2003),2003,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,Universal Pictures,"$127,154,901.00","$109,195,760.00","$236,350,661.00",PG-13
492,My Best Friend's Wedding (1997),1997,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",Sony Pictures Entertainment (SPE),"$127,120,029.00","$172,168,576.00","$299,288,605.00",PG-13
493,Super 8 (2011),2011,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",Paramount Pictures,"$127,004,179.00","$133,091,807.00","$260,095,986.00",PG-13
494,The World Is Not Enough (1999),1999,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",Metro-Goldwyn-Mayer (MGM),"$126,943,684.00","$234,888,716.00","$361,832,400.00",PG-13
495,Sleepless in Seattle (1993),1993,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,TriStar Pictures,"$126,808,165.00","$101,119,000.00","$227,927,165.00",PG
496,Lucy (2014),2014,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Universal Pictures,"$126,663,600.00","$332,200,000.00","$458,863,600.00",R
497,The Legend of Tarzan (2016),2016,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",Warner Bros.,"$126,643,061.00","$230,057,296.00","$356,700,357.00",PG-13
498,Bee Movie (2007),2007,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.",DreamWorks,"$126,631,277.00","$166,883,059.00","$293,514,336.00",PG
499,Prometheus (2012),2012,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",Twentieth Century Fox,"$126,477,084.00","$276,877,385.00","$403,354,469.00",R
500,Safe House (2012),2012,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",Universal Pictures,"$126,373,434.00","$81,702,771.00","$208,076,205.00",R
501,Mr. Deeds (2002),2002,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",Sony Pictures Entertainment (SPE),"$126,293,452.00","$44,976,083.00","$171,269,535.00",PG-13
502,The Truman Show (1998),1998,An insurance salesman discovers his whole life is actually a reality TV show.,Paramount Pictures,"$125,618,201.00","$138,500,000.00","$264,118,201.00",PG-13
503,Erin Brockovich (2000),2000,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Universal Pictures,"$125,595,205.00","$130,676,081.00","$256,271,286.00",R
504,Ocean's Twelve (2004),2004,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven.,Warner Bros.,"$125,544,280.00","$237,200,000.00","$362,744,280.00",PG-13
505,Terminator Salvation (2009),2009,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",Warner Bros.,"$125,322,469.00","$246,030,532.00","$371,353,001.00",PG-13
506,Charlie's Angels (2000),2000,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Sony Pictures Entertainment (SPE),"$125,305,545.00","$138,800,000.00","$264,105,545.00",PG-13
507,Tomorrow Never Dies (1997),1997,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,Metro-Goldwyn-Mayer (MGM),"$125,304,276.00","$207,706,792.00","$333,011,068.00",PG
508,Ghostbusters: Afterlife (2021),2021,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Sony Pictures Entertainment (SPE),"$125,278,330.00","$66,100,000.00","$191,378,330.00",PG
509,Lone Survivor (2013),2013,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",Universal Pictures,"$125,095,601.00","$29,707,311.00","$154,802,912.00",R
510,Sully (2016),2016,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",Warner Bros.,"$125,070,033.00","$115,727,590.00","$240,797,623.00",PG-13
511,The Vow (2012),2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",Screen Gems,"$125,014,030.00","$71,100,540.00","$196,114,570.00",PG-13
512,Life of Pi (2012),2012,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Twentieth Century Fox,"$124,987,023.00","$484,029,542.00","$609,016,565.00",PG
513,The Fault in Our Stars (2014),2014,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Twentieth Century Fox,"$124,872,350.00","$182,294,484.00","$307,166,834.00",PG-13
514,Cloudy with a Chance of Meatballs (2009),2009,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",Sony Pictures Entertainment (SPE),"$124,870,275.00","$118,135,851.00","$243,006,126.00",PG
515,The Devil Wears Prada (2006),2006,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",Twentieth Century Fox,"$124,740,460.00","$201,965,655.00","$326,706,115.00",PG-13
516,Something's Gotta Give (2003),2003,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,Sony Pictures Entertainment (SPE),"$124,728,738.00","$140,600,000.00","$265,328,738.00",PG-13
517,Traffic (2000),2000,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",USA Films,"$124,115,725.00","$83,400,000.00","$207,515,725.00",PG-13
518,The Birdcage (1996),1996,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Metro-Goldwyn-Mayer (MGM),"$124,060,553.00","$61,200,000.00","$185,260,553.00",PG
519,City Slickers (1991),1991,"On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.",Columbia Pictures,"$124,033,791.00","$55,000,000.00","$179,033,791.00",PG-13
520,Rango (2011),2011,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",Paramount Pictures,"$123,477,607.00","$122,246,996.00","$245,724,603.00",PG
521,Nutty Professor II: The Klumps (2000),2000,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",Universal Pictures,"$123,309,890.00","$43,030,000.00","$166,339,890.00",PG-13
522,The Good Dinosaur (2015),2015,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",Walt Disney Studios Motion Pictures,"$123,087,120.00","$209,120,551.00","$332,207,671.00",PG
523,G.I. Joe: Retaliation (2013),2013,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Paramount Pictures,"$122,523,060.00","$253,217,645.00","$375,740,705.00",PG-13
524,Clear and Present Danger (1994),1994,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Paramount Pictures,"$122,187,717.00","$93,700,000.00","$215,887,717.00",PG-13
525,The Hunt for Red October (1990),1990,"In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",Paramount Pictures,"$122,012,643.00","$78,500,000.00","$200,512,643.00",PG
526,The Bodyguard (1992),1992,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",Warner Bros.,"$122,006,740.00","$289,000,000.00","$411,006,740.00",PG
527,Wayne's World (1992),1992,Two slacker friends try to promote their public-access cable show.,Paramount Pictures,"$121,697,323.00","$61,400,000.00","$183,097,323.00",PG-13
528,The Bourne Identity (2002),2002,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Universal Pictures,"$121,661,683.00","$92,372,541.00","$214,034,224.00",PG-13
529,Free Guy (2021),2021,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",20th Century Studios,"$121,626,598.00","$209,877,159.00","$331,503,757.00",PG
530,Superbad (2007),2007,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Sony Pictures Entertainment (SPE),"$121,463,226.00","$49,349,300.00","$170,812,526.00",R
531,Speed (1994),1994,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Twentieth Century Fox,"$121,248,145.00","$229,200,000.00","$350,448,145.00",R
532,50 First Dates (2004),2004,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,Sony Pictures Entertainment (SPE),"$120,908,074.00","$77,612,860.00","$198,520,934.00",PG-13
533,Mamma Mia! Here We Go Again (2018),2018,"Five years after the events of Mamma Mia!, Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Universal Pictures,"$120,634,935.00","$281,619,449.00","$402,254,384.00",PG-13
534,Inglourious Basterds (2009),2009,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",The Weinstein Company,"$120,540,719.00","$200,917,028.00","$321,457,747.00",R
535,Seabiscuit (2003),2003,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,Universal Pictures,"$120,277,854.00","$28,058,591.00","$148,336,445.00",PG-13
536,Van Helsing (2004),2004,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",Universal Pictures,"$120,177,084.00","$179,980,554.00","$300,157,638.00",PG-13
537,Four Christmases (2008),2008,A couple struggles to visit all four of their divorced parents on Christmas.,Warner Bros.,"$120,146,040.00","$43,966,681.00","$164,112,721.00",PG-13
538,I Now Pronounce You Chuck & Larry (2007),2007,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",Universal Pictures,"$120,059,556.00","$67,074,561.00","$187,134,117.00",PG-13
539,The Mask (1994),1994,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,New Line Cinema,"$119,938,730.00","$231,644,677.00","$351,583,407.00",PG-13
540,Cloudy with a Chance of Meatballs 2 (2013),2013,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",Sony Pictures Entertainment (SPE),"$119,793,567.00","$154,532,382.00","$274,325,949.00",PG
541,Hook (1991),1991,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",TriStar Pictures,"$119,654,823.00","$181,200,000.00","$300,854,823.00",PG
542,Walk the Line (2005),2005,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Twentieth Century Fox,"$119,519,402.00","$67,278,584.00","$186,797,986.00",PG-13
543,G-Force (2009),2009,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,Walt Disney Studios Motion Pictures,"$119,436,770.00","$173,381,128.00","$292,817,898.00",PG
544,Total Recall (1990),1990,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",Sony Pictures Entertainment (SPE),"$119,412,921.00","$141,905,000.00","$261,317,921.00",PG
545,The Other Guys (2010),2010,"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",Sony Pictures Entertainment (SPE),"$119,219,978.00","$51,238,944.00","$170,458,922.00",PG-13
546,Fahrenheit 9/11 (2004),2004,Michael Moore's view on what happened to the United States after September 11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,Lionsgate,"$119,194,771.00","$103,252,111.00","$222,446,882.00",R
547,Back to the Future Part II (1989),1989,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Universal Pictures,"$119,000,002.00","$213,500,000.00","$332,500,002.00",PG
548,The Sum of All Fears (2002),2002,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",Paramount Pictures,"$118,907,036.00","$75,014,336.00","$193,921,372.00",PG-13
549,Hairspray (2007),2007,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,New Line Cinema,"$118,871,849.00","$84,681,462.00","$203,553,311.00",PG
550,The Break-Up (2006),2006,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Universal Pictures,"$118,703,275.00","$86,964,935.00","$205,668,210.00",PG-13
551,A Series of Unfortunate Events (2004),2004,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",Paramount Pictures,"$118,634,549.00","$92,833,686.00","$211,468,235.00",PG
552,Blades of Glory (2007),2007,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",DreamWorks,"$118,594,548.00","$27,115,799.00","$145,710,347.00",PG-13
553,Salt (2010),2010,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,Sony Pictures Entertainment (SPE),"$118,311,368.00","$175,191,986.00","$293,503,354.00",PG-13
554,Basic Instinct (1992),1992,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,TriStar Pictures,"$117,727,224.00","$235,200,000.00","$352,927,224.00",R
555,Now You See Me (2013),2013,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",Lionsgate,"$117,723,989.00","$234,000,000.00","$351,723,989.00",PG-13
556,Ford v Ferrari (2019),2019,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,Twentieth Century Fox,"$117,624,357.00","$107,883,853.00","$225,508,210.00",PG-13
557,Big Momma's House (2000),2000,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",Twentieth Century Fox,"$117,559,438.00","$56,400,000.00","$173,959,438.00",PG-13
558,Die Hard 2 (1990),1990,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",Twentieth Century Fox,"$117,540,947.00","$122,490,327.00","$240,031,274.00",PG
559,Horrible Bosses (2011),2011,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Warner Bros.,"$117,538,559.00","$92,300,000.00","$209,838,559.00",R
560,The Nun (2018),2018,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,Warner Bros.,"$117,450,119.00","$248,101,575.00","$365,551,694.00",R
561,Jackass 3D (2010),2010,"Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",Paramount Pictures,"$117,229,692.00","$54,456,100.00","$171,685,792.00",R
562,Ocean's Thirteen (2007),2007,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Warner Bros.,"$117,154,724.00","$194,157,900.00","$311,312,624.00",PG
563,Jungle Cruise (2021),2021,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,Walt Disney Studios Motion Pictures,"$116,987,516.00","$103,901,930.00","$220,889,446.00",PG
564,S.W.A.T. (2003),2003,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",Sony Pictures Entertainment (SPE),"$116,934,650.00","$90,790,989.00","$207,725,639.00",PG-13
565,The Wolf of Wall Street (2013),2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Paramount Pictures,"$116,900,694.00","$275,100,000.00","$392,000,694.00",R
566,8 Mile (2002),2002,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",Universal Pictures,"$116,750,901.00","$126,124,177.00","$242,875,078.00",R
567,Double Jeopardy (1999),1999,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",Paramount Pictures,"$116,741,558.00","$61,100,000.00","$177,841,558.00",R
568,Lee Daniels' The Butler (2013),2013,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",The Weinstein Company,"$116,632,095.00","$60,681,700.00","$177,313,795.00",PG-13
569,Green Lantern (2011),2011,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Warner Bros.,"$116,601,172.00","$103,250,000.00","$219,851,172.00",PG-13
570,Notting Hill (1999),1999,The life of a simple bookshop owner changes when he meets the most famous film star in the world.,Universal Pictures,"$116,089,678.00","$247,800,000.00","$363,889,678.00",PG-13
571,You've Got Mail (1998),1998,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet both blissfully unaware that he's trying to put her out of business.",Warner Bros.,"$115,821,495.00","$135,000,000.00","$250,821,495.00",PG
572,Ghost Rider (2007),2007,"When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",Sony Pictures Entertainment (SPE),"$115,802,596.00","$112,935,797.00","$228,738,393.00",PG-13
573,Remember the Titans (2000),2000,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Walt Disney Studios Motion Pictures,"$115,719,751.00","$21,051,932.00","$136,771,683.00",PG
574,Creed II (2018),2018,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",Metro-Goldwyn-Mayer (MGM),"$115,715,889.00","$98,500,000.00","$214,215,889.00",PG-13
575,District 9 (2009),2009,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,TriStar Pictures,"$115,646,235.00","$95,242,715.00","$210,888,950.00",R
576,Unbroken (2014),2014,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Universal Pictures,"$115,637,895.00","$45,821,402.00","$161,459,297.00",PG-13
577,Peter Rabbit (2018),2018,Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,Sony Pictures Entertainment (SPE),"$115,253,424.00","$236,242,642.00","$351,496,066.00",PG
578,Girls Trip (2017),2017,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",Universal Pictures,"$115,171,585.00","$25,380,774.00","$140,552,359.00",R
579,Dumbo (2019),2019,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",Walt Disney Studios Motion Pictures,"$114,766,307.00","$238,518,314.00","$353,284,621.00",PG
580,Fifty Shades Darker (2017),2017,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",Universal Pictures,"$114,581,250.00","$266,964,596.00","$381,545,846.00",R
581,Dodgeball: A True Underdog Story (2004),2004,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,Twentieth Century Fox,"$114,326,736.00","$54,096,491.00","$168,423,227.00",PG-13
582,The Village (2004),2004,A series of events tests the beliefs of a small isolated countryside village.,Walt Disney Studios Motion Pictures,"$114,197,520.00","$142,500,000.00","$256,697,520.00",PG-13
583,Bolt (2008),2008,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,Walt Disney Studios Motion Pictures,"$114,053,579.00","$195,926,415.00","$309,979,994.00",PG
584,Maleficent: Mistress of Evil (2019),2019,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",Walt Disney Studios Motion Pictures,"$113,929,605.00","$377,800,484.00","$491,730,089.00",PG
585,Wild Wild West (1999),1999,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",Warner Bros.,"$113,804,681.00","$108,300,000.00","$222,104,681.00",PG-13
586,Night at the Museum: Secret of the Tomb (2014),2014,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Twentieth Century Fox,"$113,746,621.00","$249,458,014.00","$363,204,635.00",PG
587,Magic Mike (2012),2012,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",Warner Bros.,"$113,721,571.00","$54,018,390.00","$167,739,961.00",R
588,The Addams Family (1991),1991,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,Paramount Pictures,"$113,502,426.00","$78,000,000.00","$191,502,426.00",PG
589,The Patriot (2000),2000,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,Sony Pictures Entertainment (SPE),"$113,330,342.00","$101,964,000.00","$215,294,342.00",R
590,Bad Moms (2016),2016,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",STX Entertainment,"$113,257,297.00","$70,678,777.00","$183,936,074.00",R
591,The Bourne Legacy (2012),2012,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",Universal Pictures,"$113,203,870.00","$162,940,880.00","$276,144,750.00",PG-13
592,The Pacifier (2005),2005,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.",Walt Disney Studios Motion Pictures,"$113,086,868.00","$85,550,000.00","$198,636,868.00",PG
593,Dr. Dolittle 2 (2001),2001,Dolittle must save a forest and a bear's life.,Twentieth Century Fox,"$112,952,899.00","$63,151,445.00","$176,104,344.00",PG
594,It's Complicated (2009),2009,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",Universal Pictures,"$112,735,375.00","$106,368,280.00","$219,103,655.00",R
595,Spy Kids (2001),2001,"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",Miramax,"$112,719,001.00","$35,215,179.00","$147,934,180.00",PG
